asset,weight,asset_vol_ann,portfolio_vol_ann,vol_contribution_pct
XIU,0.25,0.1312331016205994,0.09990833947301948,30.883217813198122
VFV,0.2,0.17294315762826673,0.09990833947301948,28.91812242114546
XEF,0.15,0.14356833323800527,0.09990833947301948,18.495960529854752
RY,0.1,0.1670559235967286,0.09990833947301948,11.527099334369773
GLD,0.1,0.21905059998076348,0.09990833947301948,8.008136554054078
ZAG,0.2,0.051620897585495075,0.09990833947301948,2.167463347377818
