method,confidence,alpha,N,VaR_threshold,breaches,breach_rate,kupiec_pvalue,christoffersen_pvalue,kupiec_pass_0.05,christ_pass_0.05
hist,0.99,0.010000000000000009,390,-0.017663594,4,0.010256410256410256,0.9595812706537657,0.02573141385823796,True,False
hist,0.95,0.050000000000000044,390,-0.009737638,20,0.05128205128205128,0.9078872341973901,0.014861760229848753,True,False
