t,portfolio_return,ewma_sigma,ewma_var_thr_95,ewma_var_thr_99
68,0.0039932664857425,0.004420626307257303,-0.006469500099721564,-0.009482131496649332
69,0.0031533855634025,0.004396156430915496,-0.006429250734869689,-0.009425206051843526
70,0.0038976906185913,0.004331656763163883,-0.006323158222431284,-0.009275157386893223
71,-0.0044502394965608,0.0043068520783197195,-0.006282358146599972,-0.009217453061039748
72,-0.0001896962858082,0.004315589673458339,-0.006296730211654566,-0.009237779746914707
73,-0.0059324524619674,0.004184377427614723,-0.006080905273178243,-0.008932534417748285
74,0.0014549851474286,0.004309305410636138,-0.006286393519158752,-0.009223160365458364
75,-0.0017730226742681,0.004193199880945802,-0.00609541691753848,-0.008953058513298867
76,0.0045324092098562,0.0040885897680347175,-0.00592334859390088,-0.008709698999524992
77,0.0010457286169766,0.004116568511337671,-0.005969369531300287,-0.008774787289526152
78,-0.0023035563018806,0.003999372579598763,-0.005776599377915586,-0.008502148782879108
79,-0.0106078256429362,0.003918375233023977,-0.005643370598628603,-0.008313720777871906
80,0.0025010364887612,0.004602608226975793,-0.006768833720410115,-0.009905484748700313
81,-0.0010813990438737,0.004504250587239861,-0.0066070497999520805,-0.009676670662604952
82,0.0048461059787018,0.00437505912931666,-0.006394548761815956,-0.009376126389121078
83,0.0046913774802226,0.004404742720219262,-0.006443373923973043,-0.009445180747711243
84,0.0082569465874978,0.004422464729668458,-0.00647252403549242,-0.00948640830671711
85,-0.0014270453323399,0.0047408156096793415,-0.006996164635121515,-0.01022700319962946
86,-0.0009748526388488,0.00460966378265419,-0.006780439076757882,-0.009921898425652926
87,-0.0025168798202563,0.004475609504616677,-0.006559939411319519,-0.00961004154093428
88,-0.0008216006611363,0.004382841162228336,-0.006407349066875781,-0.00939423010484087
89,0.0003207710817686,0.0042540851558127545,-0.006195564282731323,-0.009094698843045992
90,-0.0046544213277677,0.004125236929843664,-0.005983627810919802,-0.008794953046488864
91,0.0024551306623343,0.0041588872571263515,-0.006038977673798835,-0.008873235413823724
92,9.190399450335614e-05,0.004076790725385191,-0.005903940895804252,-0.008682250321741549
93,-0.0009937150428304,0.003952659363279848,-0.00569976297462685,-0.00839347759140599
94,0.0050983401390266,0.0038399678715813844,-0.0055144019657800605,-0.008131317979270778
95,0.0039324127950405,0.003926858335856187,-0.0056573240610899665,-0.008333455426110886
96,-0.00042997928652,0.003927191824946436,-0.005657872601829612,-0.008334231237747004
97,0.003143233807444,0.003809010163197353,-0.00546348106686248,-0.00805929958018641
98,0.0011283085395203,0.0037723785658435468,-0.005403227451094046,-0.007974081741559664
99,0.0078883244110573,0.0036678841926940566,-0.005231349502423087,-0.007730991478734116
100,0.0005382650496489,0.004047185652376104,-0.005855244884089091,-0.008613378623086034
101,0.0005442916816315,0.003926106564821116,-0.005656087507776294,-0.008331706545161683
102,0.0026123505624881,0.003808835674968555,-0.005463194059266482,-0.008058893659866301
103,0.0011334671439393,0.003747833770947998,-0.005362854856187323,-0.007916982010135635
104,0.0038889929900407,0.0036442512759361405,-0.005192476813578387,-0.007676013093076955
105,-0.0013317391034889,0.003659397396980492,-0.005217389965712435,-0.007711248239568447
106,-0.0017008645590856,0.003562882217092172,-0.005058636622017257,-0.0074867203560225835
107,0.0040889645997503,0.0034793761403735207,-0.004921281348854096,-0.007292456171978658
108,-0.0062918759234811,0.0035189306211559747,-0.004986342680031298,-0.007384473654255709
109,-0.0029095083629947,0.0037436830143199214,-0.005356027469093038,-0.007907325906278248
110,-0.0002312687168904,0.0036989413479893416,-0.005282433976953332,-0.007803241225929059
111,-0.0003599229453328,0.003586704083595136,-0.0050978201055354114,-0.007542138304517439
112,-0.0176594543508685,0.003478556034315958,-0.004919932394430828,-0.00729054831999516
113,-0.0050527067857387,0.005485044269380871,-0.008220311845312809,-0.011958337959926377
114,0.0057370453976267,0.005460069482213834,-0.008179231976058767,-0.011900237916895718
115,0.0035515803195499,0.005477083039285825,-0.008207216787115978,-0.01193981736922002
116,0.0035472230517573,0.005381018088433764,-0.008049204004284051,-0.01171633687503549
117,-0.0012312343680808,0.0052889509177816525,-0.007897766984713764,-0.011502156608319993
118,-0.0086313780646716,0.005136689399429342,-0.007647319074006828,-0.011147943348802865
119,0.001924835946704,0.005410405210772557,-0.00809754151904868,-0.011784701544612516
120,0.0015589949859199,0.005266729068157292,-0.007861215294761565,-0.011450460855689107
121,0.0057416601173591,0.005120542636742516,-0.007620760012837879,-0.011110380361753725
122,-0.0002112702835196,0.005159918520210609,-0.007685527577574789,-0.011201982364548205
123,-0.0024834723127811,0.005002994272939117,-0.007427410160293645,-0.010836921975522709
124,0.0024620450494733,0.004888579822101602,-0.007239215135857898,-0.010570754161057305
125,-0.0106996933712472,0.004777867711225746,-0.0070571099187362926,-0.010313199277290684
126,-0.0043579054507847,0.00532234393555488,-0.007952693611112914,-0.01157984038422455
127,-0.0001394004836307,0.005269457720232347,-0.007865703528023908,-0.011456808649642908
128,0.0107913202255182,0.0051090429177182975,-0.0076018446582919695,-0.011083628014849668
129,0.0045528296291176,0.005614564622084507,-0.008433353867221419,-0.012259647357083502
130,0.0073038158869537,0.005556584490470331,-0.008337985037444718,-0.012124765401166256
131,0.007257436333562,0.005676604347528753,-0.008535400134633461,-0.012403973340476802
132,0.0010434945797947,0.0057836519286193,-0.00871147773664663,-0.01265300325316801
133,0.0035858263567902,0.0056132811001962215,-0.008431242661588201,-0.012256661438667405
134,0.0017028199294487,0.005512701539798248,-0.00826580400687041,-0.012022678392163616
135,-0.0023908556478354,0.005361013086498483,-0.008016298704293634,-0.011669798281313166
136,0.0049809128783347,0.0052305836269501225,-0.007801761334694192,-0.01136637398538054
137,-0.0008054716425733,0.005215940409926211,-0.007777675386062173,-0.011332308768587844
138,0.0102329673593609,0.005060889187912191,-0.007522638821169153,-0.010971605687888094
139,-0.0041776645197083,0.005509869387621784,-0.008261145531090875,-0.01201608982096894
140,-0.0064507694568243,0.00543914642925582,-0.00814481661651388,-0.0118515636171284
141,-0.001910681249896,0.005505088613388434,-0.008253281857253512,-0.012004968076994915
142,0.0062428627782327,0.005357861772489628,-0.008011115254016505,-0.01166246722866823
143,0.0004632145743302,0.005415042192521676,-0.008105168675296827,-0.011795488777246546
144,-0.0054182127421158,0.005251304132736445,-0.007835843533789093,-0.011414577089965603
145,0.0052797282426864,0.00526146796511722,-0.007852561550344337,-0.011438221699816727
146,-0.0002352337975193,0.0052625653685322215,-0.007854366618331731,-0.011440774641918179
147,-0.0021225537135363,0.005102571773033665,-0.0075912005724869235,-0.011068573881169963
148,0.0060274112244956,0.004974372164709143,-0.0073803309817605765,-0.010770336994891343
149,-0.0037441134927816,0.0050437582110170265,-0.007494460871689921,-0.010931753076207787
150,0.0052069110377699,0.004975362321332923,-0.00738195964447445,-0.01077264044364804
151,-0.0005741607193438,0.004989558273849697,-0.007405309908459697,-0.010805665167605423
152,-0.0035666146454598,0.004839600179142043,-0.007158650792489079,-0.010456810472787056
153,-0.0056059622181916,0.004772805307370822,-0.007048783005394429,-0.010301422364845247
154,0.0003054057810752,0.004826851874198189,-0.007137681696864698,-0.010427153480683297
155,0.001153883383921,0.004680404409449079,-0.006896797053314276,-0.010086465732405533
156,0.0020461552280983,0.004546614248168883,-0.006676731821282124,-0.00977522327514377
157,-0.009494275670387,0.004436508100680263,-0.006495623325235815,-0.00951907807301479
158,0.0096729644654735,0.004889797962091651,-0.007241218797838666,-0.010573587978433439
159,-0.0033876031689514,0.005299951995677877,-0.007915862147591745,-0.011527748942496032
160,-0.0112346414543149,0.005205062247554575,-0.00775978240123062,-0.011307002378681118
161,0.0070161049891176,0.005748055561429748,-0.0086529269229686,-0.01257019372003302
162,-0.0117205780784938,0.005831918888851739,-0.00879086982124688,-0.012765288993491157
163,0.0076894820613906,0.006341365647888563,-0.009628835170587272,-0.01395043937831347
164,-0.0127138727399058,0.006430227931088815,-0.009775000619408395,-0.014157163961918792
165,-0.0061526577717462,0.0069688962521909205,-0.010661031161097054,-0.015410293865527823
166,0.003109175296571,0.006922636487260208,-0.01058494061896885,-0.015302677559727631
167,-0.0048957857205739,0.006754816092252254,-0.010308900633563586,-0.014912268940580184
168,0.0115741138956028,0.0066579284378136365,-0.010149534623753407,-0.014686874551656102
169,0.0056960661918959,0.007050243766435869,-0.010794835914946345,-0.015599536482350065
170,-0.0021316986847068,0.006976409616697211,-0.010673389545955835,-0.015427772565073926
171,0.009781669928179,0.006784004866484947,-0.0103569118947265,-0.014980172183462268
172,-0.0025446216710581,0.007000158762614776,-0.010712453414755341,-0.015483021340189541
173,-0.0020470734937689,0.0068154673579023765,-0.01040866308784739,-0.015053364883483232
174,0.0073503669146911,0.006626838626492145,-0.010098396434840014,-0.014614548835184019
175,0.0021348436801185,0.006672463143211009,-0.010173442086642946,-0.014720687332657089
176,-0.0074722840259321,0.0064902936748633564,-0.009873799975911488,-0.014296897777251377
177,0.00010178642766,0.006553363943858529,-0.009977541336621003,-0.014443621163443481
178,-0.0103111351858528,0.006353770996064971,-0.009649240152528833,-0.013979298533670392
179,0.006131582598003,0.006657878945089507,-0.010149453215466614,-0.014686759414362543
180,0.0012170557866566,0.006627479855419117,-0.010099451162566251,-0.014616040556735054
181,0.0057011580822312,0.006432492002887923,-0.009778724686118838,-0.014162430980535321
182,-0.0283244128185561,0.006390972412231136,-0.009710431036837481,-0.01406584196907986
183,-0.0343535774510685,0.009302160951221208,-0.01449891006393486,-0.020838279237691475
184,-0.0137426948587686,0.012334848336395261,-0.01948723690884838,-0.027893365088821613
185,-0.0081524628674925,0.012423818824815261,-0.019633580339417662,-0.02810034139540985
186,0.0469859820474175,0.012209748432653093,-0.019281465878446796,-0.027602339193708306
187,-0.0217611887188406,0.01651042791447177,-0.026355454122472026,-0.03760721576316824
188,0.0161284418108072,0.01687161925220132,-0.026949561004359933,-0.03844747246381735
189,0.0090397614777904,0.01682795418743618,-0.02687773836420992,-0.038345892333231116
190,0.0059021625773938,0.016464880104662297,-0.02628053464230722,-0.03750125571265076
191,-0.0036028594619057,0.016028626629710024,-0.02556296153176179,-0.036486378368652615
192,0.0018706432282824,0.01556536845419038,-0.02480096964154338,-0.035408678696900446
193,-0.006092323380302,0.015098139348047952,-0.024032446151687713,-0.03432174125913601
194,0.0126910786722344,0.014714060191425746,-0.023400692157881216,-0.03342823952966454
195,0.0045491059184993,0.01460058772617652,-0.0232140465618569,-0.03316426310136983
196,0.0095276348416524,0.01419958429364231,-0.022554454611433013,-0.032231389618610794
197,0.0011201527455363,0.013963418349604451,-0.022165996201819926,-0.031681985476777474
198,0.0038684599506902,0.013540816571245104,-0.02147087813392941,-0.030698866728125326
199,0.0029546859141096,0.013162461379033378,-0.02084853922374403,-0.029818680931091267
200,-0.0016402827265643,0.012781986399317392,-0.020222713573393905,-0.02893356377090325
201,0.0001020970936692,0.012399107120231626,-0.019592933202505117,-0.028042853373987788
202,0.0070847984665311,0.012021406380504406,-0.018971670770862543,-0.027164190061099717
203,0.0012772541941461,0.011783676032630894,-0.018580639145926364,-0.026611146571729184
204,0.0001309982915478,0.011428980807056578,-0.01799721741767808,-0.025786002087781937
205,0.0022878578898889,0.011080854469937184,-0.017424600549429913,-0.02497613912352661
206,0.0003925960217008,0.010757893532674085,-0.016893377080409056,-0.02422481963372636
207,0.0033416111429024,0.010430608072538492,-0.016355040404256543,-0.023463439799335448
208,0.0079789738496401,0.01014592093301308,-0.01588677173026173,-0.022801158477533733
209,0.0024716638392796,0.010029116127845477,-0.015694644922836436,-0.022529429867354327
210,-0.0005028146429701,0.009742418971463185,-0.01522307006532435,-0.02186247254711083
211,0.0088147581584324,0.00944642859098111,-0.014736209214445661,-0.021173895954739813
212,0.0025217442297729,0.00940972422659315,-0.014675835907557179,-0.021088508834677864
213,0.002765724023705,0.009143953579110383,-0.014238682094107908,-0.02047023385392387
214,-0.0086155599424538,0.008891238811100956,-0.013823003291363403,-0.019882331390626416
215,-0.0017608904273279,0.008874939567545637,-0.01379619342148487,-0.019844413680033028
216,-0.000390675481781,0.008615377141701646,-0.013369251223915057,-0.019240581182489974
217,0.0119671020965947,0.008353466198893355,-0.012938446059698561,-0.018631285217499873
218,-0.0020021164471045,0.008613144933142008,-0.013365579567569626,-0.019235388288852844
219,-0.0027115570890607,0.008365141834841609,-0.012957650771835012,-0.018658446808366168
220,-0.0007766460366625,0.00813745749929487,-0.012583143366710922,-0.018128773838414613
221,0.0068456830734397,0.007891851013775939,-0.012179156648202304,-0.017557407712977004
222,-0.0007786135473016,0.007833022167895151,-0.012082391807685921,-0.017420551352429956
223,-0.0001016991140972,0.0075967911942566345,-0.01169382643389833,-0.016870995929123396
224,-0.0029983584238252,0.007365404457650342,-0.011313229120963003,-0.016332709886338097
225,0.0026109459348446,0.0071786935475441765,-0.011006117003283467,-0.01589835535755239
226,-0.0006725149368476,0.00698932363730999,-0.01069463121959929,-0.015457815069471784
227,0.0025483584196225,0.00677840267268429,-0.010347697105934604,-0.014967139531824146
228,0.0005326327180366,0.006601483625940609,-0.010056691170221463,-0.01455556428355465
229,0.0024758457605548,0.00640170545686754,-0.009728085324235901,-0.014090810764651743
230,-0.0056482266441969,0.006236241778900318,-0.009455921793402787,-0.013705884689181718
231,0.0022763008000259,0.006202533086317286,-0.009400475928147793,-0.013627466543854487
232,-0.0026296690293252,0.006039372848697199,-0.009132101219524128,-0.013247899071938997
233,0.0018585600855592,0.005890712392696964,-0.008887576529287882,-0.012902063136168908
234,-0.0017321594555632,0.005729373236171929,-0.008622197232508387,-0.012526732132387352
235,0.0050121916181051,0.005571014019132533,-0.008361719499999943,-0.01215833350449298
236,0.0044569172053811,0.005539074765543893,-0.008309184102892544,-0.012084031689808596
237,-0.0060399581732566,0.005480174719963348,-0.008212302149291776,-0.011947009693991387
238,0.0050467491594388,0.005515364153682619,-0.008270183616975289,-0.012028872558312914
239,0.0006505264371401,0.005488375703936578,-0.008225791567524716,-0.011966088035622553
240,0.0039718227510037,0.00532356298678176,-0.007954698771944886,-0.011582676321454549
241,0.0005751501708298,0.005252278178057805,-0.007837445695768747,-0.011416843058228167
242,0.0032129586855053,0.005094221074831795,-0.007577464896262001,-0.011049147252161285
243,-0.0018850593945907,0.005001340747098784,-0.007424690352317916,-0.010833075299199378
244,-0.0010345926741286,0.004870914867634545,-0.007210158871432828,-0.01052965933178784
245,0.0046115304391983,0.0047293219248598735,-0.006977259205959176,-0.010200264890384796
246,0.0015341433010113,0.004722337291672613,-0.006965770506728187,-0.010184016203818659
247,-0.0037772704485448,0.00459387168591209,-0.006754463389154473,-0.009885160514970298
248,0.002118847054302,0.004549011317320973,-0.006680674649170992,-0.009780799691869662
249,-0.0054075628576573,0.004440863035219494,-0.0065027865551078035,-0.009529209165721718
250,0.0028600389018389,0.004504718946981604,-0.006607820183172004,-0.009677760230294442
251,0.0063920253247876,0.004423316920029499,-0.006473925763898632,-0.009488390797951798
252,-0.0016144673683971,0.0045654427918529064,-0.006707702019651004,-0.009819025017714382
253,0.003049753659343,0.004443991686036091,-0.006507932727750949,-0.009536487495897524
254,-0.0001002356830046,0.004372891288631011,-0.006390982981201511,-0.009371083237550757
255,0.0034229724273896,0.0042397464971838505,-0.006171979288079952,-0.009061342135028044
256,-0.0014333545578581,0.004195226782079835,-0.006098750873220265,-0.008957773790442913
257,0.0031911985591997,0.004082548518414336,-0.005913411622551476,-0.008695644951314066
258,-0.0048393264397391,0.0040346245371222535,-0.0058345836881052385,-0.008584157099319659
259,0.0014506231326015,0.004087376697790099,-0.0059213532709092714,-0.008706876976140362
260,-0.0034916900368291,0.003978757069969158,-0.005742689882129878,-0.00845418993588001
261,-0.0021739749657084,0.003951226557832047,-0.005697406219389318,-0.008390144387498584
262,-0.0046709851623649,0.003867690507490207,-0.005560001644003342,-0.008195810474380076
263,0.0110992344277795,0.003920532389006377,-0.0056469188044701545,-0.008318739073105536
264,0.0064906897780379,0.004673320024717065,-0.006885144277393104,-0.010069984989045327
265,0.0003287256127339,0.004801798421206347,-0.007096472433843409,-0.010368870433578344
266,0.0028452897881268,0.004656212583735177,-0.006857005041046188,-0.010030187130086833
267,-0.001096963838707,0.0045678481942970596,-0.006711658554585548,-0.00982462082057655
268,0.0050252225014696,0.004436837012825711,-0.006496164337571202,-0.0095198432370851
269,0.0033037003258098,0.004474322629072914,-0.006557822689413925,-0.009607047820748891
270,0.0002725672406435,0.004412851159993645,-0.006456711120544854,-0.009464043799342165
271,-0.0005645030665512,0.004278938841895517,-0.0062364449584276695,-0.009152517162826706
272,-0.0008441306168656,0.004150888866092413,-0.006025821491296886,-0.008854628373846174
273,-0.0001609118355638,0.004029744292859133,-0.005826556400628636,-0.008572803953453348
274,0.0022792793918095,0.003907180860801094,-0.00562495749487635,-0.00828767877384998
275,-0.000862293695776,0.003829073701957878,-0.005496482651362211,-0.008105974350927693
276,0.0085590709201203,0.003718428446963903,-0.005314487402380401,-0.007848574997199754
277,-0.0050069314309057,0.004170439929937595,-0.006057980129573393,-0.00890011094965765
278,0.0019783420938893,0.004225301977124511,-0.006148220166870775,-0.009027739156496462
279,0.0058930419151346,0.004125144414010984,-0.005983475635916868,-0.008794737822478195
280,0.0008686852854484,0.004251997651818644,-0.006192130644215334,-0.009089842582567242
281,-0.0002398778341876,0.004127952499328966,-0.00598809452523694,-0.008801270405787808
282,2.836208347830639e-05,0.004002629736689787,-0.005781956924570309,-0.00850972606335323
283,0.0045675203844837,0.0038806997287806366,-0.0055813999088267195,-0.008226074448671994
284,0.0052776851954808,0.0039252993656052615,-0.005654759783218423,-0.008329828718981953
285,0.0029891395859486,0.0040192952447412516,-0.005809369245933749,-0.008548495832578565
286,0.0031945808642631,0.0039650406727286865,-0.005720128416380182,-0.008422280824320137
287,0.0009104477480515,0.003923082397568034,-0.005651113195301554,-0.008324671280101732
288,0.0019929395028675,0.0038101018194186863,-0.0054652766815575255,-0.008061839152316093
289,0.0058352687502347,0.003726147044012449,-0.005327183364730679,-0.007866531139034216
290,-0.0021739440475028,0.00388511816670156,-0.005588667592466411,-0.008236353272335916
291,0.0032946490199864,0.003804215627745198,-0.005455594757834456,-0.008048145822830276
292,-0.0007483189421295,0.003775581528682937,-0.0054084958561374085,-0.00798153294735171
293,-0.0010973965006925,0.0036651485374124835,-0.005226849749911102,-0.00772462739288572
294,0.0030364133911464,0.00356364584632129,-0.005059892680324418,-0.007488496823256297
295,0.0046807142876539,0.0035342305798912997,-0.005011508872649305,-0.007420066680732546
296,0.0059514140694638,0.003613292656136132,-0.005141554415514931,-0.007603992573721966
297,-0.0021506733098767,0.003794428883946406,-0.005439496996800968,-0.008025378452200175
298,-0.0017697953128636,0.003716362854076028,-0.005311089804426976,-0.007843769709576412
299,-0.0019218600004518,0.00362913243328661,-0.005167608530410997,-0.007640841405621261
300,0.0023639282189867,0.003549926595989418,-0.005037326521656983,-0.007456581074413314
301,0.0042748337994976,0.0034901503555247494,-0.00493900335572315,-0.007317520744490179
302,0.0033518738498933,0.003542136752684598,-0.005024513369643666,-0.007438459189002034
303,0.0028004426742922,0.0035310100972061466,-0.005006211650024095,-0.007412574717684554
304,0.0002997068271402,0.003491489527192838,-0.004941206097098515,-0.007320636123653211
305,0.0054502752552521,0.0033859206461938083,-0.004767560740294054,-0.007075046181776248
306,0.0027618461838312,0.0035438568151751008,-0.005027342620669752,-0.007442460652720032
307,-0.0037233844569114,0.0035018642919827443,-0.004958271066591961,-0.0073447714356658835
308,0.0032570470358982,0.0035155491487297037,-0.004980780652846508,-0.007376607173065727
309,-0.0034122236756806,0.0035005773797688418,-0.004956154284369355,-0.007341777630172994
310,-0.0118333332188575,0.0034953391390560155,-0.004947538145134019,-0.0073295916600269965
311,0.0144079486054432,0.004459374222837418,-0.006533234749200326,-0.009572272627682647
312,0.0064602726348479,0.0055810569189692,-0.008378238600221395,-0.012181696783177216
313,-8.625835212554582e-05,0.0056376778822314275,-0.008471371797004754,-0.012313416840688443
314,-0.0034283060787577,0.005465972339828663,-0.008188941312815898,-0.011913970017158743
315,0.0115093215666335,0.005365579125943864,-0.008023809170836171,-0.011680420477469713
316,-0.0118510200318958,0.005916919973331494,-0.008930684163348213,-0.012963031085661802
317,-0.0008894173702849,0.0064293192485942365,-0.009773505969711441,-0.01415505005032935
318,0.0037720434202943,0.00623726230295292,-0.0094576004060921,-0.013708258783141896
319,0.0033452371441075,0.006117428648342573,-0.00926049158467542,-0.01342948401550057
320,0.0017425906410065,0.005987402939883675,-0.009046618326519868,-0.013126998985056561
321,0.0001406213816694,0.005820674501738043,-0.00877237445032007,-0.01273913063743432
322,-0.0066416409520971,0.0056434584270863,-0.008480879947175047,-0.012326864398922374
323,-0.0003544663114898,0.005708273759145639,-0.008587491681194916,-0.01247764740886387
324,0.0019979727456859,0.005535057789467831,-0.008302576765224456,-0.012074686806053976
325,0.0015406244209325,0.005388707317560847,-0.008061851660702194,-0.01173422469686829
326,-0.0093447347470691,0.0052381569256233825,-0.007814218302484889,-0.011383992112648554
327,0.0058175850200994,0.00557058657130411,-0.008361016410889027,-0.012157339112146065
328,-0.0039550653358128,0.005585714492475886,-0.008385899626896658,-0.012192531919402684
329,-0.0012330964441876,0.005501522199955275,-0.008247415629182773,-0.011996671358686735
330,0.0113095537091809,0.0053424688427771636,-0.007985796137749548,-0.011626657919356378
331,0.0038721366146063,0.005873994828218095,-0.008860078582721021,-0.012863172265584352
332,0.0056427809368695,0.005773490525249646,-0.008694763715459138,-0.012629364294041743
333,-0.0106498112616255,0.00576573151269884,-0.008682001275523382,-0.012611314131689519
334,-0.0026764738490084,0.006168804509662425,-0.009344997356505135,-0.013549002141259026
335,-0.0058366441482213,0.00601670265756844,-0.009094812073422307,-0.01319516032100251
336,-0.0036079631327295,0.006006051374421769,-0.009077292271706817,-0.013170381731098444
337,0.0017776703371995,0.005889765513455532,-0.008886019051533328,-0.012899860365658631
338,-0.0067537437205651,0.005726917516862474,-0.008618157933695456,-0.01252101927499256
339,0.0079689352118841,0.00579366140232874,-0.008727941855781476,-0.012676288771052233
340,0.0084574313620593,0.0059466593481396065,-0.008979601081864606,-0.013032215217021957
341,0.0083251668407878,0.006126392141651059,-0.009275235219154038,-0.013450336219102748
