Date,portfolio_return
2025-05-01,0.00010209709366926743
2025-05-02,0.0070847984665311945
2025-05-05,0.001277254194146188
2025-05-06,0.00013099829154784588
2025-05-07,0.002287857889888956
2025-05-08,0.00039259602170086424
2025-05-09,0.0033416111429024897
2025-05-12,0.007978973849640138
2025-05-13,0.0024716638392796256
2025-05-14,-0.0005028146429701839
2025-05-15,0.00881475815843249
2025-05-16,0.0025217442297729045
2025-05-20,0.0027657240237050074
2025-05-21,-0.008615559942453816
2025-05-22,-0.0017608904273279271
2025-05-23,-0.0003906754817810437
2025-05-27,0.011967102096594729
2025-05-28,-0.002002116447104568
2025-05-29,-0.0027115570890607066
2025-05-30,-0.000776646036662576
2025-06-02,0.006845683073439701
2025-06-03,-0.0007786135473016708
2025-06-04,-0.0001016991140972201
2025-06-05,-0.002998358423825215
2025-06-06,0.0026109459348446326
2025-06-09,-0.0006725149368476015
2025-06-10,0.002548358419622576
2025-06-11,0.0005326327180366241
2025-06-12,0.002475845760554829
2025-06-13,-0.0056482266441969745
2025-06-16,0.0022763008000259983
2025-06-17,-0.0026296690293252153
2025-06-18,0.0018585600855592023
2025-06-20,-0.0017321594555632534
2025-06-23,0.005012191618105166
2025-06-24,0.00445691720538116
2025-06-25,-0.0060399581732566215
2025-06-26,0.005046749159438891
2025-06-27,0.0006505264371401917
2025-06-30,0.003971822751003784
2025-07-02,0.0005751501708298635
2025-07-03,0.003212958685505335
2025-07-07,-0.001885059394590788
2025-07-08,-0.0010345926741286316
2025-07-09,0.004611530439198319
2025-07-10,0.0015341433010113816
2025-07-11,-0.0037772704485448116
2025-07-14,0.0021188470543020196
2025-07-15,-0.005407562857657306
2025-07-16,0.0028600389018389903
2025-07-17,0.006392025324787698
2025-07-18,-0.001614467368397149
2025-07-21,0.00304975365934303
2025-07-22,-0.0001002356830046459
2025-07-23,0.003422972427389615
2025-07-24,-0.0014333545578581078
2025-07-25,0.003191198559199782
2025-07-28,-0.004839326439739177
2025-07-29,0.0014506231326015806
2025-07-30,-0.003491690036829109
2025-07-31,-0.0021739749657084697
2025-08-01,-0.0046709851623649105
2025-08-05,0.011099234427779513
2025-08-06,0.006490689778037917
2025-08-07,0.00032872561273397107
2025-08-08,0.0028452897881268593
2025-08-11,-0.0010969638387070492
2025-08-12,0.005025222501469684
2025-08-13,0.0033037003258098332
2025-08-14,0.00027256724064353974
2025-08-15,-0.0005645030665512808
2025-08-18,-0.0008441306168656404
2025-08-19,-0.00016091183556389853
2025-08-20,0.002279279391809519
2025-08-21,-0.0008622936957760897
2025-08-22,0.008559070920120326
2025-08-25,-0.005006931430905781
2025-08-26,0.001978342093889374
2025-08-27,0.005893041915134606
2025-08-28,0.0008686852854484451
2025-08-29,-0.0002398778341876184
2025-09-02,2.836208347830639e-05
2025-09-03,0.004567520384483704
2025-09-04,0.005277685195480886
2025-09-05,0.0029891395859486304
2025-09-08,0.003194580864263186
2025-09-09,0.0009104477480515907
2025-09-10,0.0019929395028675744
2025-09-11,0.005835268750234711
2025-09-12,-0.002173944047502852
2025-09-15,0.003294649019986484
2025-09-16,-0.0007483189421295389
2025-09-17,-0.0010973965006925324
2025-09-18,0.0030364133911464303
2025-09-19,0.004680714287653981
2025-09-22,0.00595141406946389
2025-09-23,-0.002150673309876705
2025-09-24,-0.0017697953128636367
2025-09-25,-0.0019218600004518747
2025-09-26,0.002363928218986738
2025-09-29,0.004274833799497624
2025-09-30,0.0033518738498933497
2025-10-01,0.002800442674292225
2025-10-02,0.00029970682714020036
2025-10-03,0.005450275255252102
2025-10-06,0.0027618461838312736
2025-10-07,-0.0037233844569114546
2025-10-08,0.0032570470358982313
2025-10-09,-0.0034122236756806926
2025-10-10,-0.011833333218857534
2025-10-14,0.014407948605443279
2025-10-15,0.0064602726348479194
2025-10-16,-8.625835212554582e-05
2025-10-17,-0.0034283060787577593
2025-10-20,0.011509321566633535
2025-10-21,-0.01185102003189587
2025-10-22,-0.0008894173702849506
2025-10-23,0.0037720434202943133
2025-10-24,0.0033452371441075046
2025-10-27,0.0017425906410065252
2025-10-28,0.00014062138166948677
2025-10-29,-0.006641640952097183
2025-10-30,-0.00035446631148986505
2025-10-31,0.001997972745685961
2025-11-03,0.001540624420932557
2025-11-04,-0.009344734747069166
2025-11-05,0.00581758502009948
2025-11-06,-0.003955065335812857
2025-11-07,-0.0012330964441876536
2025-11-10,0.011309553709180976
2025-11-11,0.0038721366146063584
2025-11-12,0.005642780936869507
2025-11-13,-0.010649811261625513
2025-11-14,-0.002676473849008443
2025-11-17,-0.005836644148221309
2025-11-18,-0.0036079631327295197
2025-11-19,0.0017776703371995108
2025-11-20,-0.006753743720565114
2025-11-21,0.007968935211884198
2025-11-24,0.008457431362059308
2025-11-25,0.008325166840787867
2025-11-26,0.004499131843265037
2025-11-28,0.003194195747487649
2025-12-01,-0.005055764001313861
2025-12-02,0.0008088245262160677
2025-12-03,0.0030741048661449225
2025-12-04,0.005165684356043022
2025-12-05,-0.005123223875678328
2025-12-08,-0.0013113624021430126
2025-12-09,-0.00010076660044263666
2025-12-10,0.005642477603428309
2025-12-11,0.00430771861632211
2025-12-12,-0.0039059536901911605
2025-12-15,0.0018599304136927841
2025-12-16,-0.003710526002856374
2025-12-17,-0.0026707806414382976
2025-12-18,0.0056137408785452364
2025-12-19,0.005571497709906936
2025-12-22,0.0049473939375858315
2025-12-23,0.0034519675166602374
2025-12-24,0.00045341704699627396
2025-12-29,-0.0037147831806849272
2025-12-30,-0.003009999131407398
2025-12-31,-0.003959341805847311
2026-01-02,0.002872892070550659
2026-01-05,0.011395210301347282
2026-01-06,0.0033124559395243842
2026-01-07,-0.00327978191743647
2026-01-08,0.0031286486501079123
2026-01-09,0.006334086171897435
2026-01-12,0.0037601151914215536
2026-01-13,-0.0021527058296727463
2026-01-14,0.00124496333458044
2026-01-15,0.001921528249489524
2026-01-16,-0.00010289458904629288
2026-01-20,-0.010003929158330729
2026-01-21,0.006916053156241364
2026-01-22,0.003723234212879967
2026-01-23,0.0012924710045015663
2026-01-26,0.0028810577832820644
2026-01-27,0.0020550644684264874
2026-01-28,0.0008390453112332834
2026-01-29,-0.00043176129822667373
2026-01-30,-0.017697084464305762
2026-02-02,0.002954902177246354
2026-02-03,0.0054702619888350075
2026-02-04,0.0011172571167336275
2026-02-05,-0.010100862513071627
2026-02-06,0.013724275182969837
