Date,portfolio_return
2024-07-09,-0.001199892492404725
2024-07-10,0.009212784474100132
2024-07-11,0.003180371437718643
2024-07-12,0.005299354991596095
2024-07-15,0.0007020407862635247
2024-07-16,0.007029342026665253
2024-07-17,-0.003176666520880312
2024-07-18,-0.004115691338648242
2024-07-19,-0.005264450010162397
2024-07-22,0.005923484091404952
2024-07-23,-0.0014493946379651624
2024-07-24,-0.007773236823847396
2024-07-25,-0.003780814165517771
2024-07-26,0.00920745213052554
2024-07-29,6.636875857113925e-05
2024-07-30,0.0017044943132870749
2024-07-31,0.010118753509483158
2024-08-01,-0.009936752668845299
2024-08-02,-0.01248101417814212
2024-08-06,-0.01609693856265328
2024-08-07,-0.0022691781373947117
2024-08-08,0.013584744837572429
2024-08-09,0.004096986735900465
2024-08-12,0.001801232763282834
2024-08-13,0.00953087718816953
2024-08-14,0.0034286946105769435
2024-08-15,0.008424449895685316
2024-08-16,0.003451291257992128
2024-08-19,0.003948892648218415
2024-08-20,-0.0010966775219406642
2024-08-21,0.002898556637370986
2024-08-22,-0.004842424177528688
2024-08-23,0.008855332851348352
2024-08-26,-0.001118414280115404
2024-08-27,-0.0018093394154075682
2024-08-28,-0.0011570747576421566
2024-08-29,0.0014150105977820183
2024-08-30,0.004172361091931342
2024-09-03,-0.006965096679290795
2024-09-04,0.0006056744499634281
2024-09-05,-0.0009954505462605068
2024-09-06,-0.007547045493099063
2024-09-09,0.008892829142220181
2024-09-10,0.0019091023892709833
2024-09-11,0.004793175298986229
2024-09-12,0.007514126273067599
2024-09-13,0.003889406301789311
2024-09-16,0.0035678738566072956
2024-09-17,-0.002736944793206947
2024-09-18,-0.0025959505783655634
2024-09-19,0.00950192054998601
2024-09-20,-0.0010353607792230933
2024-09-23,0.0010805738493164351
2024-09-24,0.0014761901760081298
2024-09-25,-0.0012853843806864052
2024-09-26,0.0064025542663416965
2024-09-27,-0.0017493864811717885
2024-09-30,0.00014256444322072176
2024-10-01,-0.003049665767570526
2024-10-02,-0.0019861286123108225
2024-10-03,-0.0029811034748233652
2024-10-04,0.004499529558582039
2024-10-07,-0.0033862392108854394
2024-10-08,0.001958069873074603
2024-10-09,0.00422519886607663
2024-10-10,0.001414122429558296
2024-10-11,0.00719359197184577
2024-10-15,0.00024119623873177258
2024-10-16,0.003993266485742553
2024-10-17,0.0031533855634025216
2024-10-18,0.0038976906185913423
2024-10-21,-0.004450239496560886
2024-10-22,-0.00018969628580822192
2024-10-23,-0.005932452461967464
2024-10-24,0.0014549851474286613
2024-10-25,-0.0017730226742681044
2024-10-28,0.0045324092098562915
2024-10-29,0.0010457286169766546
2024-10-30,-0.0023035563018806824
2024-10-31,-0.010607825642936237
2024-11-01,0.00250103648876121
2024-11-04,-0.00108139904387371
2024-11-05,0.0048461059787018096
2024-11-06,0.004691377480222677
2024-11-07,0.008256946587497871
2024-11-08,-0.0014270453323399989
2024-11-11,-0.0009748526388488445
2024-11-12,-0.002516879820256329
2024-11-13,-0.0008216006611363459
2024-11-14,0.0003207710817686669
2024-11-15,-0.004654421327767788
2024-11-18,0.0024551306623343374
2024-11-19,9.190399450335614e-05
2024-11-20,-0.000993715042830412
2024-11-21,0.005098340139026636
2024-11-22,0.0039324127950405635
2024-11-25,-0.0004299792865200486
2024-11-26,0.003143233807444079
2024-11-27,0.0011283085395203617
2024-11-29,0.007888324411057324
2024-12-02,0.000538265049648995
2024-12-03,0.0005442916816315368
2024-12-04,0.0026123505624881752
2024-12-05,0.0011334671439393262
2024-12-06,0.0038889929900407186
2024-12-09,-0.0013317391034889995
2024-12-10,-0.0017008645590856797
2024-12-11,0.004088964599750399
2024-12-12,-0.00629187592348115
2024-12-13,-0.0029095083629947335
2024-12-16,-0.000231268716890498
2024-12-17,-0.00035992294533288005
2024-12-18,-0.017659454350868537
2024-12-19,-0.005052706785738792
2024-12-20,0.005737045397626717
2024-12-23,0.0035515803195499294
2024-12-24,0.0035472230517573423
2024-12-27,-0.001231234368080825
2024-12-30,-0.008631378064671673
2024-12-31,0.0019248359467040177
2025-01-02,0.0015589949859199869
2025-01-03,0.005741660117359182
2025-01-06,-0.00021127028351962125
2025-01-07,-0.002483472312781177
2025-01-08,0.002462045049473349
2025-01-10,-0.010699693371247222
2025-01-13,-0.004357905450784799
2025-01-14,-0.00013940048363075835
2025-01-15,0.010791320225518264
2025-01-16,0.004552829629117683
2025-01-17,0.007303815886953779
2025-01-21,0.0072574363335620295
2025-01-22,0.0010434945797947463
2025-01-23,0.0035858263567902894
2025-01-24,0.0017028199294487512
2025-01-27,-0.002390855647835455
2025-01-28,0.004980912878334721
2025-01-29,-0.0008054716425733077
2025-01-30,0.010232967359360967
2025-01-31,-0.004177664519708312
2025-02-03,-0.006450769456824384
2025-02-04,-0.0019106812498960013
2025-02-05,0.006242862778232749
2025-02-06,0.00046321457433025066
2025-02-07,-0.0054182127421158865
2025-02-10,0.005279728242686432
2025-02-11,-0.0002352337975193186
2025-02-12,-0.002122553713536385
2025-02-13,0.006027411224495604
2025-02-14,-0.0037441134927816036
2025-02-18,0.005206911037769912
2025-02-19,-0.0005741607193438802
2025-02-20,-0.00356661464545982
2025-02-21,-0.0056059622181916504
2025-02-24,0.0003054057810752631
2025-02-25,0.0011538833839210116
2025-02-26,0.002046155228098356
2025-02-27,-0.00949427567038701
2025-02-28,0.009672964465473555
2025-03-03,-0.003387603168951492
2025-03-04,-0.011234641454314936
2025-03-05,0.007016104989117644
2025-03-06,-0.011720578078493816
2025-03-07,0.007689482061390674
2025-03-10,-0.01271387273990587
2025-03-11,-0.006152657771746299
2025-03-12,0.0031091752965710985
2025-03-13,-0.00489578572057397
2025-03-14,0.011574113895602867
2025-03-17,0.005696066191895932
2025-03-18,-0.002131698684706862
2025-03-19,0.009781669928179049
2025-03-20,-0.0025446216710581725
2025-03-21,-0.0020470734937689692
2025-03-24,0.007350366914691115
2025-03-25,0.002134843680118537
2025-03-26,-0.00747228402593218
2025-03-27,0.0001017864276600998
2025-03-28,-0.01031113518585281
2025-03-31,0.006131582598003077
2025-04-01,0.0012170557866566678
2025-04-02,0.005701158082231206
2025-04-03,-0.02832441281855617
2025-04-04,-0.034353577451068575
2025-04-07,-0.013742694858768683
2025-04-08,-0.008152462867492579
2025-04-09,0.04698598204741757
2025-04-10,-0.021761188718840627
2025-04-11,0.016128441810807227
2025-04-14,0.009039761477790464
2025-04-15,0.005902162577393832
2025-04-16,-0.003602859461905728
2025-04-17,0.00187064322828242
2025-04-21,-0.0060923233803020956
2025-04-22,0.012691078672234435
2025-04-23,0.004549105918499386
2025-04-24,0.009527634841652489
2025-04-25,0.0011201527455363127
2025-04-28,0.003868459950690295
2025-04-29,0.0029546859141096225
2025-04-30,-0.001640282726564385
